"","year","Cropland Fraction","source","ISO3_code","Country"
"39643",1975,"0.603251","IMAGE","PRT","Portugal"
"39644",1975,"1","IMAGE","KOR","South Korea"
"39645",1975,"1","IMAGE","ROU","Romania"
"39646",1975,"1","IMAGE","RWA","Rwanda"
"39647",1975,"1","IMAGE","SAU","Saudi Arabia"
"39648",1975,"1","IMAGE","SEN","Senegal"
"39649",1975,"1","IMAGE","SLE","Sierra Leone"
"39650",1975,"0.96879","IMAGE","ZAF","South Africa"
"39651",1975,"0.661487","IMAGE","ESP","Spain"
"39652",1975,"1","IMAGE","LKA","Sri Lanka"
"39654",1975,"1","IMAGE","SWZ","Eswatini"
"39655",1975,"0.554691","IMAGE","SWE","Sweden"
"39656",1975,"0.382771","IMAGE","CHE","Switzerland"
"39657",1975,"1","IMAGE","SYR","Syria"
"39658",1975,"1","IMAGE","THA","Thailand"
"39659",1975,"1","IMAGE","TGO","Togo"
"39660",1975,"1","IMAGE","TUN","Tunisia"
"39661",1975,"1","IMAGE","TUR","Turkey"
"39662",1975,"1","IMAGE","UGA","Uganda"
"39663",1975,"1","IMAGE","ARE","United Arab Emirates"
"39664",1975,"0.44681","IMAGE","GBR","United Kingdom"
"39665",1975,"1","IMAGE","TZA","Tanzania"
"39666",1975,"1","IMAGE","USA","United States"
"39667",1975,"0.866501","IMAGE","URY","Uruguay"
"39668",1975,"0.911057","IMAGE","VEN","Venezuela"
"39669",1975,"1","IMAGE","VNM","Vietnam"
"39670",1975,"1","IMAGE","YEM","Yemen"
"39671",1975,"1","IMAGE","ZMB","Zambia"
"39672",1975,"1","IMAGE","ZWE","Zimbabwe"
"39673",1975,"0.999997","IMAGE","ETH","Ethiopia"
"39674",1975,"0.979077","IMAGE","RUS","Russia"
"39675",1975,"1","IMAGE","ARG","Argentina"
"39676",1976,"1","IMAGE","ALB","Albania"
"39677",1976,"1","IMAGE","DZA","Algeria"
"39678",1976,"1","IMAGE","AGO","Angola"
"39679",1976,"0.964923","IMAGE","AUS","Australia"
"39680",1976,"0.711324","IMAGE","AUT","Austria"
"39681",1976,"1","IMAGE","BGD","Bangladesh"
"39682",1976,"1","IMAGE","BEN","Benin"
"39683",1976,"1","IMAGE","BTN","Bhutan"
"39684",1976,"1","IMAGE","BOL","Bolivia"
"39685",1976,"1","IMAGE","BWA","Botswana"
"39686",1976,"1","IMAGE","BRA","Brazil"
"39687",1976,"0.938711","IMAGE","BGR","Bulgaria"
"39688",1976,"1","IMAGE","BFA","Burkina Faso"
"39689",1976,"1","IMAGE","BDI","Burundi"
"39690",1976,"1","IMAGE","CMR","Cameroon"
"39691",1976,"1","IMAGE","CAN","Canada"
"39692",1976,"1","IMAGE","CAF","Central African Republic"
"39693",1976,"1","IMAGE","TCD","Chad"
"39694",1976,"0.6783","IMAGE","CHL","Chile"
"39695",1976,"0.99895","IMAGE","CHN","China"
"39696",1976,"1","IMAGE","COL","Colombia"
"39698",1976,"1","IMAGE","COG","Congo - Brazzaville"
"39699",1976,"1","IMAGE","CRI","Costa Rica"
"39700",1976,"1","IMAGE","CUB","Cuba"
"39701",1976,"1","IMAGE","CIV","Côte d’Ivoire"
"39702",1976,"1","IMAGE","COD","Congo - Kinshasa"
"39703",1976,"0.762319","IMAGE","DNK","Denmark"
"39704",1976,"0.915337","IMAGE","DOM","Dominican Republic"
"39705",1976,"1","IMAGE","ECU","Ecuador"
"39706",1976,"1","IMAGE","EGY","Egypt"
"39707",1976,"1","IMAGE","SLV","El Salvador"
"39708",1976,"1","IMAGE","FJI","Fiji"
"39709",1976,"0.256216","IMAGE","FIN","Finland"
"39710",1976,"0.769474","IMAGE","FRA","France"
"39711",1976,"1","IMAGE","GAB","Gabon"
"39712",1976,"1","IMAGE","GMB","Gambia"
"39713",1976,"0.590726","IMAGE","DEU","Germany"
"39714",1976,"1","IMAGE","GHA","Ghana"
"39715",1976,"0.551663","IMAGE","GRC","Greece"
"39716",1976,"1","IMAGE","GTM","Guatemala"
"39717",1976,"1","IMAGE","GIN","Guinea"
"39718",1976,"1","IMAGE","GNB","Guinea-Bissau"
"39719",1976,"1","IMAGE","GUY","Guyana"
"39720",1976,"1","IMAGE","HND","Honduras"
"39721",1976,"1","IMAGE","HUN","Hungary"
"39722",1976,"1","IMAGE","IND","India"
"39723",1976,"1","IMAGE","IDN","Indonesia"
"39724",1976,"1","IMAGE","IRN","Iran"
"39725",1976,"1","IMAGE","ISR","Israel"
"39726",1976,"0.891113","IMAGE","ITA","Italy"
"39727",1976,"0.887542","IMAGE","JPN","Japan"
"39728",1976,"1","IMAGE","JOR","Jordan"
"39729",1976,"1","IMAGE","KEN","Kenya"
"39730",1976,"1","IMAGE","LAO","Laos"
"39731",1976,"1","IMAGE","LBN","Lebanon"
"39732",1976,"1","IMAGE","LSO","Lesotho"
"39733",1976,"1","IMAGE","LBR","Liberia"
"39734",1976,"1","IMAGE","MDG","Madagascar"
"39735",1976,"1","IMAGE","MWI","Malawi"
"39736",1976,"1","IMAGE","MYS","Malaysia"
"39737",1976,"1","IMAGE","MLI","Mali"
"39738",1976,"1","IMAGE","MRT","Mauritania"
"39739",1976,"0.958976","IMAGE","MEX","Mexico"
"39740",1976,"1","IMAGE","MNG","Mongolia"
"39741",1976,"0.493109","IMAGE","MAR","Morocco"
"39742",1976,"1","IMAGE","MOZ","Mozambique"
"39744",1976,"1","IMAGE","NPL","Nepal"
"39745",1976,"0.325121","IMAGE","NLD","Netherlands"
"39746",1976,"0.100206","IMAGE","NZL","New Zealand"
"39747",1976,"1","IMAGE","NIC","Nicaragua"
"39748",1976,"1","IMAGE","NER","Niger"
"39749",1976,"1","IMAGE","NGA","Nigeria"
"39750",1976,"0.25598","IMAGE","NOR","Norway"
"39751",1976,"1","IMAGE","PAK","Pakistan"
"39752",1976,"1","IMAGE","PAN","Panama"
"39753",1976,"0.538843","IMAGE","PNG","Papua New Guinea"
"39754",1976,"1","IMAGE","PRY","Paraguay"
"39755",1976,"1","IMAGE","PER","Peru"
"39756",1976,"1","IMAGE","PHL","Philippines"
"39757",1976,"0.779462","IMAGE","POL","Poland"
"39758",1976,"0.612632","IMAGE","PRT","Portugal"
"39759",1976,"1","IMAGE","KOR","South Korea"
"39760",1976,"1","IMAGE","ROU","Romania"
"39761",1976,"1","IMAGE","RWA","Rwanda"
"39762",1976,"1","IMAGE","SAU","Saudi Arabia"
"39763",1976,"1","IMAGE","SEN","Senegal"
"39764",1976,"1","IMAGE","SLE","Sierra Leone"
"39765",1976,"0.967651","IMAGE","ZAF","South Africa"
"39766",1976,"0.664062","IMAGE","ESP","Spain"
"39767",1976,"1","IMAGE","LKA","Sri Lanka"
"39769",1976,"1","IMAGE","SWZ","Eswatini"
"39770",1976,"0.569907","IMAGE","SWE","Sweden"
"39771",1976,"0.398824","IMAGE","CHE","Switzerland"
"39772",1976,"1","IMAGE","SYR","Syria"
"39773",1976,"1","IMAGE","THA","Thailand"
"39774",1976,"1","IMAGE","TGO","Togo"
"39775",1976,"1","IMAGE","TUN","Tunisia"
"39776",1976,"1","IMAGE","TUR","Turkey"
"39777",1976,"1","IMAGE","UGA","Uganda"
"39778",1976,"1","IMAGE","ARE","United Arab Emirates"
"39779",1976,"0.438776","IMAGE","GBR","United Kingdom"
"39780",1976,"1","IMAGE","TZA","Tanzania"
"39781",1976,"1","IMAGE","USA","United States"
"39782",1976,"0.863781","IMAGE","URY","Uruguay"
"39783",1976,"0.912091","IMAGE","VEN","Venezuela"
"39784",1976,"1","IMAGE","VNM","Vietnam"
"39785",1976,"1","IMAGE","YEM","Yemen"
"39786",1976,"1","IMAGE","ZMB","Zambia"
"39787",1976,"1","IMAGE","ZWE","Zimbabwe"
"39788",1976,"0.999997","IMAGE","ETH","Ethiopia"
"39789",1976,"0.979501","IMAGE","RUS","Russia"
"39790",1976,"1","IMAGE","ARG","Argentina"
"39791",1977,"1","IMAGE","ALB","Albania"
"39792",1977,"1","IMAGE","DZA","Algeria"
"39793",1977,"1","IMAGE","AGO","Angola"
"39794",1977,"0.969927","IMAGE","AUS","Australia"
"39795",1977,"0.686905","IMAGE","AUT","Austria"
"39796",1977,"1","IMAGE","BGD","Bangladesh"
"39797",1977,"1","IMAGE","BEN","Benin"
"39798",1977,"1","IMAGE","BTN","Bhutan"
"39799",1977,"1","IMAGE","BOL","Bolivia"
"39800",1977,"1","IMAGE","BWA","Botswana"
"39801",1977,"1","IMAGE","BRA","Brazil"
"39802",1977,"0.935668","IMAGE","BGR","Bulgaria"
"39803",1977,"1","IMAGE","BFA","Burkina Faso"
"39804",1977,"1","IMAGE","BDI","Burundi"
"39805",1977,"1","IMAGE","CMR","Cameroon"
"39806",1977,"1","IMAGE","CAN","Canada"
"39807",1977,"1","IMAGE","CAF","Central African Republic"
"39808",1977,"1","IMAGE","TCD","Chad"
"39809",1977,"0.758612","IMAGE","CHL","Chile"
"39810",1977,"0.999785","IMAGE","CHN","China"
"39811",1977,"1","IMAGE","COL","Colombia"
"39814",1977,"1","IMAGE","CRI","Costa Rica"
"39815",1977,"1","IMAGE","CUB","Cuba"
"39816",1977,"1","IMAGE","CIV","Côte d’Ivoire"
"39817",1977,"1","IMAGE","COD","Congo - Kinshasa"
"39818",1977,"0.790071","IMAGE","DNK","Denmark"
"39819",1977,"0.914337","IMAGE","DOM","Dominican Republic"
"39820",1977,"1","IMAGE","ECU","Ecuador"
"39821",1977,"1","IMAGE","EGY","Egypt"
"39822",1977,"1","IMAGE","SLV","El Salvador"
"39823",1977,"1","IMAGE","FJI","Fiji"
"39824",1977,"0.209673","IMAGE","FIN","Finland"
"39825",1977,"0.783748","IMAGE","FRA","France"
"39826",1977,"1","IMAGE","GAB","Gabon"
"39827",1977,"1","IMAGE","GMB","Gambia"
"39828",1977,"0.607573","IMAGE","DEU","Germany"
"39829",1977,"1","IMAGE","GHA","Ghana"
"39830",1977,"0.508017","IMAGE","GRC","Greece"
"39831",1977,"1","IMAGE","GTM","Guatemala"
"39832",1977,"1","IMAGE","GIN","Guinea"
"39834",1977,"1","IMAGE","GUY","Guyana"
"39835",1977,"1","IMAGE","HND","Honduras"
"39836",1977,"1","IMAGE","HUN","Hungary"
"39837",1977,"1.001031","IMAGE","IND","India"
"39838",1977,"1","IMAGE","IDN","Indonesia"
"39839",1977,"1","IMAGE","IRN","Iran"
"39840",1977,"1","IMAGE","ISR","Israel"
"39841",1977,"0.888105","IMAGE","ITA","Italy"
"39842",1977,"0.882283","IMAGE","JPN","Japan"
"39843",1977,"1","IMAGE","JOR","Jordan"
"39844",1977,"1","IMAGE","KEN","Kenya"
"39845",1977,"1","IMAGE","LAO","Laos"
"39846",1977,"1","IMAGE","LBN","Lebanon"
"39847",1977,"1","IMAGE","LSO","Lesotho"
"39848",1977,"1","IMAGE","LBR","Liberia"
"39849",1977,"1","IMAGE","MDG","Madagascar"
"39850",1977,"1","IMAGE","MWI","Malawi"
"39851",1977,"1","IMAGE","MYS","Malaysia"
"39852",1977,"1","IMAGE","MLI","Mali"
"39853",1977,"1","IMAGE","MRT","Mauritania"
"39854",1977,"0.95979","IMAGE","MEX","Mexico"
"39855",1977,"1","IMAGE","MNG","Mongolia"
"39856",1977,"0.428164","IMAGE","MAR","Morocco"
"39857",1977,"1","IMAGE","MOZ","Mozambique"
"39859",1977,"1","IMAGE","NPL","Nepal"
"39860",1977,"0.315338","IMAGE","NLD","Netherlands"
"39861",1977,"0.148016","IMAGE","NZL","New Zealand"
"39862",1977,"1","IMAGE","NIC","Nicaragua"
"39863",1977,"1","IMAGE","NER","Niger"
"39864",1977,"1","IMAGE","NGA","Nigeria"
"39865",1977,"0.287165","IMAGE","NOR","Norway"
"39866",1977,"1","IMAGE","PAK","Pakistan"
"39867",1977,"1","IMAGE","PAN","Panama"
"39868",1977,"0.41694","IMAGE","PNG","Papua New Guinea"
"39869",1977,"1","IMAGE","PRY","Paraguay"
"39870",1977,"1","IMAGE","PER","Peru"
"39871",1977,"1","IMAGE","PHL","Philippines"
"39872",1977,"0.769814","IMAGE","POL","Poland"
"39873",1977,"0.543346","IMAGE","PRT","Portugal"
"39874",1977,"1","IMAGE","KOR","South Korea"
"39875",1977,"1","IMAGE","ROU","Romania"
"39876",1977,"1","IMAGE","RWA","Rwanda"
"39877",1977,"1","IMAGE","SAU","Saudi Arabia"
"39878",1977,"1","IMAGE","SEN","Senegal"
"39879",1977,"1","IMAGE","SLE","Sierra Leone"
"39880",1977,"0.969213","IMAGE","ZAF","South Africa"
"39881",1977,"0.652664","IMAGE","ESP","Spain"
"39882",1977,"1","IMAGE","LKA","Sri Lanka"
"39884",1977,"1","IMAGE","SWZ","Eswatini"
"39885",1977,"0.550097","IMAGE","SWE","Sweden"
"39886",1977,"0.351609","IMAGE","CHE","Switzerland"
"39887",1977,"1","IMAGE","SYR","Syria"
"39888",1977,"1","IMAGE","THA","Thailand"
"39889",1977,"1","IMAGE","TGO","Togo"
"39890",1977,"1","IMAGE","TUN","Tunisia"
"39891",1977,"1","IMAGE","TUR","Turkey"
"39892",1977,"1","IMAGE","UGA","Uganda"
"39893",1977,"1","IMAGE","ARE","United Arab Emirates"
"39894",1977,"0.482284","IMAGE","GBR","United Kingdom"
"39895",1977,"1","IMAGE","TZA","Tanzania"
"39896",1977,"1","IMAGE","USA","United States"
"39897",1977,"0.849646","IMAGE","URY","Uruguay"
"39898",1977,"0.907996","IMAGE","VEN","Venezuela"
"39899",1977,"1","IMAGE","VNM","Vietnam"
"39900",1977,"1","IMAGE","YEM","Yemen"
"39901",1977,"1","IMAGE","ZMB","Zambia"
"39902",1977,"1","IMAGE","ZWE","Zimbabwe"
"39903",1977,"1.000031","IMAGE","ETH","Ethiopia"
"39904",1977,"0.980118","IMAGE","RUS","Russia"
"39905",1977,"1","IMAGE","ARG","Argentina"
"39906",1978,"1","IMAGE","ALB","Albania"
"39907",1978,"1","IMAGE","DZA","Algeria"
"39908",1978,"1","IMAGE","AGO","Angola"
"39909",1978,"0.97407","IMAGE","AUS","Australia"
"39910",1978,"0.690277","IMAGE","AUT","Austria"
"39911",1978,"1","IMAGE","BGD","Bangladesh"
"39912",1978,"1","IMAGE","BEN","Benin"
"39913",1978,"1","IMAGE","BTN","Bhutan"
"39914",1978,"1","IMAGE","BOL","Bolivia"
"39915",1978,"1","IMAGE","BWA","Botswana"
"39916",1978,"1","IMAGE","BRA","Brazil"
"39917",1978,"0.932038","IMAGE","BGR","Bulgaria"
"39918",1978,"1","IMAGE","BFA","Burkina Faso"
"39919",1978,"1","IMAGE","BDI","Burundi"
"39920",1978,"1","IMAGE","CMR","Cameroon"
"39921",1978,"1","IMAGE","CAN","Canada"
"39922",1978,"1","IMAGE","CAF","Central African Republic"
"39923",1978,"1","IMAGE","TCD","Chad"
"39924",1978,"0.698245","IMAGE","CHL","Chile"
"39925",1978,"0.99888","IMAGE","CHN","China"
"39926",1978,"1","IMAGE","COL","Colombia"
"39929",1978,"1","IMAGE","CRI","Costa Rica"
"39930",1978,"1","IMAGE","CUB","Cuba"
"39931",1978,"1","IMAGE","CIV","Côte d’Ivoire"
"39932",1978,"1","IMAGE","COD","Congo - Kinshasa"
"39933",1978,"0.777294","IMAGE","DNK","Denmark"
"39934",1978,"0.916524","IMAGE","DOM","Dominican Republic"
"39935",1978,"1","IMAGE","ECU","Ecuador"
"39936",1978,"1","IMAGE","EGY","Egypt"
"39937",1978,"1","IMAGE","SLV","El Salvador"
"39938",1978,"1","IMAGE","FJI","Fiji"
"39939",1978,"0.203154","IMAGE","FIN","Finland"
"39940",1978,"0.796979","IMAGE","FRA","France"
"39941",1978,"1","IMAGE","GAB","Gabon"
"39942",1978,"1","IMAGE","GMB","Gambia"
"39943",1978,"0.60884","IMAGE","DEU","Germany"
"39944",1978,"1","IMAGE","GHA","Ghana"
"39945",1978,"0.549149","IMAGE","GRC","Greece"
"39946",1978,"1","IMAGE","GTM","Guatemala"
"39947",1978,"1","IMAGE","GIN","Guinea"
"39948",1978,"1","IMAGE","GNB","Guinea-Bissau"
"39949",1978,"1","IMAGE","GUY","Guyana"
"39950",1978,"1","IMAGE","HND","Honduras"
"39951",1978,"1","IMAGE","HUN","Hungary"
"39952",1978,"1","IMAGE","IND","India"
"39953",1978,"1","IMAGE","IDN","Indonesia"
"39954",1978,"1","IMAGE","IRN","Iran"
"39955",1978,"1","IMAGE","ISR","Israel"
"39956",1978,"0.887103","IMAGE","ITA","Italy"
"39957",1978,"0.877914","IMAGE","JPN","Japan"
"39958",1978,"1","IMAGE","JOR","Jordan"
"39959",1978,"1","IMAGE","KEN","Kenya"
"39960",1978,"1","IMAGE","LAO","Laos"
"39961",1978,"1","IMAGE","LBN","Lebanon"
"39962",1978,"1","IMAGE","LSO","Lesotho"
"39963",1978,"1","IMAGE","LBR","Liberia"
"39964",1978,"1","IMAGE","MDG","Madagascar"
"39965",1978,"1","IMAGE","MWI","Malawi"
"39966",1978,"1","IMAGE","MYS","Malaysia"
"39967",1978,"1","IMAGE","MLI","Mali"
"39968",1978,"1","IMAGE","MRT","Mauritania"
"39969",1978,"0.958818","IMAGE","MEX","Mexico"
"39970",1978,"1","IMAGE","MNG","Mongolia"
"39971",1978,"0.460935","IMAGE","MAR","Morocco"
"39972",1978,"1","IMAGE","MOZ","Mozambique"
"39974",1978,"1","IMAGE","NPL","Nepal"
"39975",1978,"0.341078","IMAGE","NLD","Netherlands"
"39976",1978,"0.115998","IMAGE","NZL","New Zealand"
"39977",1978,"1","IMAGE","NIC","Nicaragua"
"39978",1978,"1","IMAGE","NER","Niger"
"39979",1978,"1","IMAGE","NGA","Nigeria"
"39980",1978,"0.281982","IMAGE","NOR","Norway"
"39981",1978,"1","IMAGE","PAK","Pakistan"
"39982",1978,"1","IMAGE","PAN","Panama"
"39983",1978,"0.408601","IMAGE","PNG","Papua New Guinea"
"39984",1978,"1","IMAGE","PRY","Paraguay"
"39985",1978,"1","IMAGE","PER","Peru"
"39986",1978,"1","IMAGE","PHL","Philippines"
"39987",1978,"0.770089","IMAGE","POL","Poland"
"39988",1978,"0.555203","IMAGE","PRT","Portugal"
"39989",1978,"1","IMAGE","KOR","South Korea"
"39990",1978,"1","IMAGE","ROU","Romania"
"39991",1978,"1","IMAGE","RWA","Rwanda"
"39992",1978,"1","IMAGE","SAU","Saudi Arabia"
"39993",1978,"1","IMAGE","SEN","Senegal"
"39994",1978,"1","IMAGE","SLE","Sierra Leone"
"39995",1978,"0.969809","IMAGE","ZAF","South Africa"
"39996",1978,"0.677463","IMAGE","ESP","Spain"
"39997",1978,"1","IMAGE","LKA","Sri Lanka"
"39999",1978,"1","IMAGE","SWZ","Eswatini"
"40000",1978,"0.552074","IMAGE","SWE","Sweden"
"40001",1978,"0.38218","IMAGE","CHE","Switzerland"
"40002",1978,"1","IMAGE","SYR","Syria"
"40003",1978,"1","IMAGE","THA","Thailand"
"40004",1978,"1","IMAGE","TGO","Togo"
"40005",1978,"1","IMAGE","TUN","Tunisia"
"40006",1978,"1","IMAGE","TUR","Turkey"
"40008",1978,"1","IMAGE","ARE","United Arab Emirates"
"40009",1978,"0.472037","IMAGE","GBR","United Kingdom"
"40010",1978,"1","IMAGE","TZA","Tanzania"
"40011",1978,"1","IMAGE","USA","United States"
"40012",1978,"0.852461","IMAGE","URY","Uruguay"
"40013",1978,"0.907471","IMAGE","VEN","Venezuela"
"40014",1978,"1","IMAGE","VNM","Vietnam"
"40015",1978,"1","IMAGE","YEM","Yemen"
"40016",1978,"1","IMAGE","ZMB","Zambia"
"40017",1978,"1","IMAGE","ZWE","Zimbabwe"
"40018",1978,"1.000035","IMAGE","ETH","Ethiopia"
"40019",1978,"0.979218","IMAGE","RUS","Russia"
"40020",1978,"1","IMAGE","ARG","Argentina"
"40021",1979,"1","IMAGE","ALB","Albania"
"40022",1979,"1","IMAGE","DZA","Algeria"
"40023",1979,"1","IMAGE","AGO","Angola"
"40024",1979,"0.975741","IMAGE","AUS","Australia"
"40025",1979,"0.664723","IMAGE","AUT","Austria"
"40026",1979,"1","IMAGE","BGD","Bangladesh"
"40027",1979,"1","IMAGE","BEN","Benin"
"40028",1979,"1","IMAGE","BTN","Bhutan"
"40029",1979,"1","IMAGE","BOL","Bolivia"
"40030",1979,"1","IMAGE","BWA","Botswana"
"40031",1979,"1","IMAGE","BRA","Brazil"
"40032",1979,"0.940163","IMAGE","BGR","Bulgaria"
"40033",1979,"1","IMAGE","BFA","Burkina Faso"
"40034",1979,"1","IMAGE","BDI","Burundi"
"40035",1979,"1","IMAGE","CMR","Cameroon"
"40036",1979,"1","IMAGE","CAN","Canada"
"40037",1979,"1","IMAGE","CAF","Central African Republic"
"40039",1979,"0.71657","IMAGE","CHL","Chile"
"40040",1979,"1.00295","IMAGE","CHN","China"
"40041",1979,"1","IMAGE","COL","Colombia"
"40043",1979,"1","IMAGE","COG","Congo - Brazzaville"
"40044",1979,"1","IMAGE","CRI","Costa Rica"
"40045",1979,"1","IMAGE","CUB","Cuba"
"40046",1979,"1","IMAGE","CIV","Côte d’Ivoire"
"40047",1979,"1","IMAGE","COD","Congo - Kinshasa"
"40048",1979,"0.794599","IMAGE","DNK","Denmark"
"40049",1979,"0.913582","IMAGE","DOM","Dominican Republic"
"40050",1979,"1","IMAGE","ECU","Ecuador"
"40051",1979,"1","IMAGE","EGY","Egypt"
"40052",1979,"1","IMAGE","SLV","El Salvador"
"40053",1979,"1","IMAGE","FJI","Fiji"
"40054",1979,"0.216807","IMAGE","FIN","Finland"
"40055",1979,"0.8029","IMAGE","FRA","France"
"40056",1979,"1","IMAGE","GAB","Gabon"
"40057",1979,"1","IMAGE","GMB","Gambia"
"40058",1979,"0.616186","IMAGE","DEU","Germany"
"40059",1979,"1","IMAGE","GHA","Ghana"
"40060",1979,"0.54516","IMAGE","GRC","Greece"
"40061",1979,"1","IMAGE","GTM","Guatemala"
"40062",1979,"1","IMAGE","GIN","Guinea"
"40063",1979,"1","IMAGE","GNB","Guinea-Bissau"
"40064",1979,"1","IMAGE","GUY","Guyana"
"40065",1979,"1","IMAGE","HND","Honduras"
"40066",1979,"1","IMAGE","HUN","Hungary"
"40067",1979,"1","IMAGE","IND","India"
"40068",1979,"1","IMAGE","IDN","Indonesia"
"40069",1979,"1","IMAGE","IRN","Iran"
"40070",1979,"1","IMAGE","ISR","Israel"
"40071",1979,"0.894073","IMAGE","ITA","Italy"
"40072",1979,"0.867003","IMAGE","JPN","Japan"
"40073",1979,"1","IMAGE","JOR","Jordan"
"40074",1979,"1","IMAGE","KEN","Kenya"
"40075",1979,"1","IMAGE","LAO","Laos"
"40076",1979,"1","IMAGE","LBN","Lebanon"
"40077",1979,"1","IMAGE","LSO","Lesotho"
"40078",1979,"1","IMAGE","LBR","Liberia"
"40079",1979,"1","IMAGE","MDG","Madagascar"
"40080",1979,"1","IMAGE","MWI","Malawi"
"40081",1979,"1","IMAGE","MYS","Malaysia"
"40082",1979,"1","IMAGE","MLI","Mali"
"40083",1979,"1","IMAGE","MRT","Mauritania"
"40084",1979,"0.958521","IMAGE","MEX","Mexico"
"40085",1979,"1","IMAGE","MNG","Mongolia"
"40086",1979,"0.496745","IMAGE","MAR","Morocco"
"40087",1979,"1","IMAGE","MOZ","Mozambique"
"40089",1979,"1","IMAGE","NPL","Nepal"
"40090",1979,"0.337069","IMAGE","NLD","Netherlands"
"40091",1979,"0.131301","IMAGE","NZL","New Zealand"
"40092",1979,"1","IMAGE","NIC","Nicaragua"
"40093",1979,"1","IMAGE","NER","Niger"
"40094",1979,"1","IMAGE","NGA","Nigeria"
"40095",1979,"0.278785","IMAGE","NOR","Norway"
"40096",1979,"1","IMAGE","PAK","Pakistan"
"40097",1979,"1","IMAGE","PAN","Panama"
"40098",1979,"0.781523","IMAGE","PNG","Papua New Guinea"
"40099",1979,"1","IMAGE","PRY","Paraguay"
"40100",1979,"1","IMAGE","PER","Peru"
"40101",1979,"1","IMAGE","PHL","Philippines"
"40102",1979,"0.758343","IMAGE","POL","Poland"
"40103",1979,"0.595229","IMAGE","PRT","Portugal"
"40104",1979,"1","IMAGE","KOR","South Korea"
"40105",1979,"1","IMAGE","ROU","Romania"
"40106",1979,"1","IMAGE","RWA","Rwanda"
"40107",1979,"1","IMAGE","SAU","Saudi Arabia"
"40108",1979,"1","IMAGE","SEN","Senegal"
"40109",1979,"1","IMAGE","SLE","Sierra Leone"
"40110",1979,"0.969757","IMAGE","ZAF","South Africa"
"40111",1979,"0.664566","IMAGE","ESP","Spain"
"40112",1979,"1","IMAGE","LKA","Sri Lanka"
"40114",1979,"1","IMAGE","SWZ","Eswatini"
"40115",1979,"0.550242","IMAGE","SWE","Sweden"
"40116",1979,"0.403791","IMAGE","CHE","Switzerland"
"40117",1979,"1","IMAGE","SYR","Syria"
"40118",1979,"1","IMAGE","THA","Thailand"
"40119",1979,"1","IMAGE","TGO","Togo"
"40120",1979,"1","IMAGE","TUN","Tunisia"
"40121",1979,"1","IMAGE","TUR","Turkey"
"40123",1979,"1","IMAGE","ARE","United Arab Emirates"
"40124",1979,"0.48936","IMAGE","GBR","United Kingdom"
"40125",1979,"1","IMAGE","TZA","Tanzania"
"40126",1979,"1","IMAGE","USA","United States"
"40127",1979,"0.865875","IMAGE","URY","Uruguay"
"40128",1979,"0.906055","IMAGE","VEN","Venezuela"
"40129",1979,"1","IMAGE","VNM","Vietnam"
"40130",1979,"1","IMAGE","YEM","Yemen"
"40131",1979,"1","IMAGE","ZMB","Zambia"
"40132",1979,"1","IMAGE","ZWE","Zimbabwe"
"40133",1979,"0.999991","IMAGE","ETH","Ethiopia"
"40134",1979,"0.978361","IMAGE","RUS","Russia"
"40135",1979,"1","IMAGE","ARG","Argentina"
"40136",1980,"1","IMAGE","ALB","Albania"
"40137",1980,"1","IMAGE","DZA","Algeria"
"40138",1980,"1","IMAGE","AGO","Angola"
"40139",1980,"0.975122","IMAGE","AUS","Australia"
"40140",1980,"0.686472","IMAGE","AUT","Austria"
"40141",1980,"1","IMAGE","BGD","Bangladesh"
"40142",1980,"1","IMAGE","BEN","Benin"
"40143",1980,"1","IMAGE","BTN","Bhutan"
"40144",1980,"1","IMAGE","BOL","Bolivia"
"40145",1980,"1","IMAGE","BWA","Botswana"
"40146",1980,"1","IMAGE","BRA","Brazil"
"40147",1980,"0.933275","IMAGE","BGR","Bulgaria"
"40148",1980,"1","IMAGE","BFA","Burkina Faso"
"40149",1980,"1","IMAGE","BDI","Burundi"
"40150",1980,"1","IMAGE","CMR","Cameroon"
"40151",1980,"1","IMAGE","CAN","Canada"
"40152",1980,"1","IMAGE","CAF","Central African Republic"
"40153",1980,"1","IMAGE","TCD","Chad"
"40154",1980,"0.707254","IMAGE","CHL","Chile"
"40155",1980,"0.992981","IMAGE","CHN","China"
"40156",1980,"1","IMAGE","COL","Colombia"
"40158",1980,"1","IMAGE","COG","Congo - Brazzaville"
"40159",1980,"1","IMAGE","CRI","Costa Rica"
"40160",1980,"1","IMAGE","CUB","Cuba"
"40161",1980,"1","IMAGE","CIV","Côte d’Ivoire"
"40162",1980,"1","IMAGE","COD","Congo - Kinshasa"
"40163",1980,"0.76222","IMAGE","DNK","Denmark"
"40164",1980,"0.909587","IMAGE","DOM","Dominican Republic"
"40165",1980,"1","IMAGE","ECU","Ecuador"
"40166",1980,"1","IMAGE","EGY","Egypt"
"40167",1980,"1","IMAGE","SLV","El Salvador"
"40168",1980,"1","IMAGE","FJI","Fiji"
"40169",1980,"0.219444","IMAGE","FIN","Finland"
"40170",1980,"0.804301","IMAGE","FRA","France"
"40171",1980,"1","IMAGE","GAB","Gabon"
"40172",1980,"1","IMAGE","GMB","Gambia"
"40173",1980,"0.59753","IMAGE","DEU","Germany"
"40174",1980,"1","IMAGE","GHA","Ghana"
